ts,symbol,funding_pct_8h,annual_funding_pct,mark_price,hedgeable,go
2026-07-25T16:17:47+00:00,ETHUSD,0.00322,3.52,1867.64314621,True,False
2026-07-25T16:17:47+00:00,BTCUSD,0.00955,10.46,64176.13512418,True,False
2026-07-25T16:28:13+00:00,XRPUSD,0.01,10.95,1.09867287,True,False
2026-07-25T16:28:13+00:00,SOLUSD,0.01,10.95,74.13640762,True,False
2026-07-25T16:28:13+00:00,ETHUSD,0.00312,3.42,1865.55575624,True,False
2026-07-25T16:28:13+00:00,BTCUSD,0.00973,10.66,64119.68652717,True,False
2026-07-25T16:38:39+00:00,XRPUSD,0.01,10.95,1.10094221,True,False
2026-07-25T16:38:39+00:00,SOLUSD,0.01,10.95,74.32519789,True,False
2026-07-25T16:38:39+00:00,ETHUSD,0.00306,3.35,1867.08152522,True,False
2026-07-25T16:38:39+00:00,BTCUSD,0.00992,10.86,64165.33036968,True,False
2026-07-25T16:49:04+00:00,XRPUSD,0.01,10.95,1.10274007,True,False
2026-07-25T16:49:04+00:00,SOLUSD,0.01,10.95,74.368448,True,False
2026-07-25T16:49:04+00:00,ETHUSD,0.00295,3.23,1868.46305369,True,False
2026-07-25T16:49:04+00:00,BTCUSD,0.01,10.95,64205.11430132,True,False
2026-07-25T16:59:30+00:00,XRPUSD,0.01,10.95,1.10256228,True,False
2026-07-25T16:59:30+00:00,SOLUSD,0.01,10.95,74.3107428,True,False
2026-07-25T16:59:30+00:00,ETHUSD,0.003,3.28,1867.20207252,True,False
2026-07-25T16:59:30+00:00,BTCUSD,0.01,10.95,64186.44201602,True,False
2026-07-25T17:09:55+00:00,XRPUSD,0.01,10.95,1.10198271,True,False
2026-07-25T17:09:55+00:00,SOLUSD,0.01,10.95,74.30120384,True,False
2026-07-25T17:09:55+00:00,ETHUSD,0.00306,3.35,1868.11620698,True,False
2026-07-25T17:09:55+00:00,BTCUSD,0.01,10.95,64197.84543522,True,False
2026-07-25T17:20:24+00:00,XRPUSD,0.01,10.95,1.10209045,True,False
2026-07-25T17:20:24+00:00,SOLUSD,0.01,10.95,74.41513809,True,False
