ts,n_symbols,n_1h,n_2h,n_4h,n_8h,n_other,n_pinned_live,n_at_cap_sett,n_events
2026-07-21T22:01:53+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T22:12:05+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T22:22:17+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T22:32:29+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T22:42:42+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T22:52:55+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T23:03:07+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T23:13:19+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T23:23:31+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T23:33:42+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T23:43:54+00:00,512,0,1,226,285,0,0,0,0
2026-07-21T23:54:06+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T00:14:52+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T00:25:07+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T00:35:20+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T00:45:33+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T00:55:48+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T01:06:03+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T01:16:17+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T01:26:31+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T01:36:45+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T01:46:58+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T01:57:11+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T02:07:24+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T02:17:37+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T02:27:50+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T02:38:03+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T02:48:16+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T02:58:30+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T03:08:43+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T03:18:57+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T03:29:10+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T03:39:23+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T03:49:37+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T03:59:50+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T04:10:03+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T04:20:16+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T04:30:31+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T04:40:44+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T04:50:58+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T05:11:38+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T05:21:50+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T05:32:02+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T05:42:15+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T05:52:28+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T06:02:41+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T06:12:53+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T06:23:05+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T06:33:18+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T06:43:31+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T06:53:43+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T07:03:56+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T07:14:08+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T07:24:23+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T07:34:35+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T07:44:48+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T07:55:00+00:00,512,0,1,226,285,0,0,0,0
2026-07-22T08:05:13+00:00,513,0,1,227,285,0,0,0,1
2026-07-22T08:15:25+00:00,514,0,1,228,285,0,0,0,1
2026-07-22T08:25:38+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T08:35:50+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T08:46:03+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T08:56:16+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T09:06:28+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T09:16:41+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T09:26:54+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T09:37:07+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T09:47:19+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T10:07:59+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T10:18:11+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T10:28:24+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T10:38:37+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T10:48:49+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T10:59:02+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T11:09:15+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T11:19:28+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T11:29:40+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T11:39:53+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T11:50:06+00:00,514,0,1,228,285,0,0,0,0
2026-07-22T12:00:20+00:00,514,0,1,228,285,0,1,1,2
2026-07-22T12:10:33+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T12:20:46+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T12:30:59+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T12:41:12+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T12:51:25+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T13:01:46+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T13:12:07+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T13:22:28+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T13:32:50+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T13:43:11+00:00,514,0,1,228,285,0,1,1,0
2026-07-22T13:53:32+00:00,514,0,1,228,285,0,0,1,1
2026-07-22T14:03:53+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T14:14:14+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T14:24:36+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T14:34:57+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T14:45:19+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T15:06:23+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T15:16:47+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T15:27:10+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T15:37:33+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T15:47:55+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T15:58:18+00:00,514,0,1,228,285,0,0,1,0
2026-07-22T16:08:41+00:00,514,0,0,229,285,0,0,0,2
2026-07-22T16:19:04+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T16:29:26+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T16:39:49+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T16:50:12+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T17:00:35+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T17:10:59+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T17:21:22+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T17:31:45+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T17:42:07+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T17:52:30+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T18:02:53+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T18:13:16+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T18:23:38+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T18:34:01+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T18:44:24+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T18:54:46+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T19:05:15+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T19:15:38+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T19:26:01+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T19:36:26+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T19:57:27+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T20:07:48+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T20:18:09+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T20:28:31+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T20:38:53+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T20:49:15+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T20:59:36+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T21:09:58+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T21:20:19+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T21:30:41+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T21:41:02+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T21:51:23+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T22:01:46+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T22:12:07+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T22:22:29+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T22:32:50+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T22:43:13+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T22:53:34+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T23:03:55+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T23:14:17+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T23:24:39+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T23:35:01+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T23:45:23+00:00,514,0,0,229,285,0,0,0,0
2026-07-22T23:55:45+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T00:06:06+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T00:16:28+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T00:26:50+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T00:47:44+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T00:58:04+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T01:08:23+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T01:18:43+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T01:29:02+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T01:39:22+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T01:49:41+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T02:00:02+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T02:10:22+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T02:20:43+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T02:31:03+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T02:41:23+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T02:51:43+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T03:02:04+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T03:12:24+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T03:22:44+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T03:33:04+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T03:43:24+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T03:53:44+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T04:04:05+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T04:14:25+00:00,514,0,0,229,285,0,0,0,0
2026-07-23T04:24:48+00:00,514,0,0,229,285,0,2,0,2
2026-07-23T04:35:09+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T04:45:29+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T04:55:50+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T05:06:11+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T05:16:32+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T05:26:52+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T05:47:57+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T05:58:20+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T06:08:43+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T06:19:06+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T06:29:30+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T06:39:53+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T06:50:17+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T07:00:40+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T07:11:03+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T07:21:27+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T07:31:50+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T07:42:14+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T07:52:38+00:00,514,0,0,229,285,0,2,0,0
2026-07-23T08:03:02+00:00,514,0,1,228,285,0,1,2,4
2026-07-23T08:13:26+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T08:23:50+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T08:34:14+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T08:44:39+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T08:55:03+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T09:05:27+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T09:15:52+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T09:26:16+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T09:36:41+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T09:47:05+00:00,514,0,1,228,285,0,1,2,0
2026-07-23T09:57:29+00:00,514,0,1,228,285,0,0,2,1
2026-07-23T10:07:54+00:00,514,0,1,228,285,0,1,1,2
2026-07-23T10:18:19+00:00,514,0,1,228,285,0,1,1,0
2026-07-23T10:39:28+00:00,514,0,1,228,285,0,2,1,1
2026-07-23T10:49:54+00:00,514,0,1,228,285,0,2,1,0
2026-07-23T11:00:21+00:00,514,0,1,228,285,0,2,1,0
2026-07-23T11:10:46+00:00,514,0,1,228,285,0,2,1,0
2026-07-23T11:21:12+00:00,514,0,1,228,285,0,2,1,0
2026-07-23T11:31:38+00:00,514,0,1,228,285,0,1,1,1
2026-07-23T11:42:05+00:00,514,0,1,228,285,0,1,1,0
2026-07-23T11:52:31+00:00,514,0,1,228,285,0,1,1,0
2026-07-23T12:02:56+00:00,514,0,2,227,285,0,0,1,4
2026-07-23T12:13:22+00:00,514,0,2,227,285,0,1,1,1
2026-07-23T12:23:48+00:00,514,0,2,227,285,0,1,1,0
2026-07-23T12:34:15+00:00,514,0,2,227,285,0,1,1,0
2026-07-23T12:44:41+00:00,514,0,2,227,285,0,1,1,0
2026-07-23T12:51:29+00:00,514,0,2,227,285,0,0,1,1
2026-07-23T13:01:56+00:00,514,0,2,227,285,0,0,1,0
2026-07-23T13:12:27+00:00,514,0,2,227,285,0,0,1,0
2026-07-23T13:22:55+00:00,514,0,2,227,285,0,0,1,0
2026-07-23T13:33:23+00:00,514,0,2,227,285,0,0,1,0
2026-07-23T13:43:52+00:00,514,0,2,227,285,0,0,1,0
2026-07-23T13:54:20+00:00,514,0,2,227,285,0,0,1,0
2026-07-23T14:04:48+00:00,514,0,2,227,285,0,0,0,1
2026-07-23T14:15:15+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T14:25:43+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T14:36:12+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T14:46:40+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T14:57:08+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T15:07:37+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T15:18:05+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T15:28:33+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T15:39:02+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T15:49:30+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T15:59:59+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T16:10:27+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T16:20:55+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T16:31:24+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T16:41:52+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T16:52:21+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T17:02:49+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T17:13:17+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T17:23:46+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T17:34:15+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T17:55:23+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T18:05:49+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T18:16:15+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T18:26:41+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T18:37:08+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T18:47:35+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T18:58:02+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T19:08:29+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T19:18:56+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T19:29:23+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T19:39:50+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T19:50:17+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T20:00:44+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T20:11:11+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T20:21:39+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T20:32:06+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T20:42:33+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T20:53:00+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T21:03:27+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T21:13:54+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T21:24:22+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T21:34:49+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T21:45:16+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T21:55:43+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T22:06:10+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T22:16:37+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T22:27:04+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T22:48:17+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T22:58:46+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T23:09:15+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T23:19:43+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T23:30:11+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T23:40:42+00:00,514,0,2,227,285,0,0,0,0
2026-07-23T23:51:10+00:00,514,0,2,227,285,0,0,0,0
2026-07-24T00:01:38+00:00,514,0,2,227,285,0,0,0,0
2026-07-24T00:12:07+00:00,514,0,2,227,285,0,0,0,0
2026-07-24T00:22:35+00:00,514,0,2,227,285,0,0,0,0
2026-07-24T00:33:04+00:00,514,0,2,227,285,0,0,0,0
2026-07-24T00:43:32+00:00,514,0,2,227,285,0,0,0,0
2026-07-24T00:54:00+00:00,514,0,2,227,285,0,0,0,0
2026-07-24T01:04:28+00:00,514,0,2,227,285,0,0,0,0
